OBJECTID,UR2022_V1_00,UR2022_V1_00_NAME,UR2022_V1_00_NAME_ASCII,IUR2022_V1_00,IUR2022_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,Shape_Length,Shape_Area
13,1013,Other rural Far North District,Other rural Far North District,22,Rural other,6469.52548,6469.52548,2263816.216,6469519532
14,1014,Whangaroa,Whangaroa,21,Rural settlement,1.26807656,1.26807656,9140.02546,1268081.829
15,1016,Kāeo,Kaeo,21,Rural settlement,1.38921042,1.38921042,6856.308885,1388886.995
16,1017,Kohukohu,Kohukohu,21,Rural settlement,4.26480097,4.26480097,11966.30214,4264479.413
17,1018,Rāwene,Rawene,21,Rural settlement,2.14775254,2.14775254,9257.621721,2147676.986
18,1019,Opononi,Opononi,21,Rural settlement,0.49683538,0.49683538,4470.281254,496912.561
19,1020,Ōmāpere,Omapere,21,Rural settlement,12.90872581,12.90872581,25917.55094,12908514.11
20,1021,Ōkaihau,Okaihau,21,Rural settlement,3.55767684,3.55767684,12907.33,3557429.562
21,1022,Waipapa,Waipapa,21,Rural settlement,1.07341475,1.07341475,6643.81364,1073156.946
22,1023,Inland water Far North District,Inland water Far North District,31,Inland water,0,12.3478204,15307.33194,12347632.97
23,1024,Rangitāne,Rangitane,21,Rural settlement,3.74888721,3.74888721,13628.3606,3748744.245
24,1025,Kerikeri,Kerikeri,14,Small urban area,25.39482479,25.39482479,42815.27369,25394898.06
25,1026,Kaikohe,Kaikohe,14,Small urban area,5.67503558,5.67503558,14225.54844,5674952.074
26,1027,Kerikeri Inlet,Kerikeri Inlet,21,Rural settlement,14.12255288,14.12255288,44710.96733,14122607.14
27,1028,Ōhaeawai,Ohaeawai,21,Rural settlement,12.73796886,12.73796886,25031.48694,12738279.55
28,1029,Ngāwhā Springs,Ngawha Springs,21,Rural settlement,3.67161251,3.67161251,8060.109101,3671584.635
29,1030,Waitangi (Far North District),Waitangi (Far North District),21,Rural settlement,17.19079447,17.19079447,29229.62872,17190526.62
30,1031,Haruru,Haruru,14,Small urban area,1.52723263,1.52723263,8067.418693,1527335.167
31,1032,Paihia,Paihia,14,Small urban area,2.24160101,2.24160101,10583.59338,2241595.435
32,1033,Russell,Russell,21,Rural settlement,3.27986223,3.27986223,12456.49691,3280111.44
33,1034,Ōpua,Opua,14,Small urban area,5.60752911,5.60752911,19773.74333,5607583.143
34,1035,Moerewa,Moerewa,14,Small urban area,1.87566952,1.87566952,10465.70331,1875076.917
35,1036,Ōkiato,Okiato,21,Rural settlement,0.32960761,0.32960761,3647.315485,329591.7266
36,1037,Kawakawa,Kawakawa,14,Small urban area,1.73138109,1.73138109,8878.871948,1731276.396
37,1038,Ōakura-Whangaruru South,Oakura-Whangaruru South,21,Rural settlement,2.02819911,2.02819911,13353.0047,2028119.766
38,1039,Hikurangi,Hikurangi,14,Small urban area,4.00139063,4.00139063,12220.70405,4001121.984
39,1040,Other rural Whāngārei District,Other rural Whangarei District,22,Rural other,2600.040365,2600.040365,962615.6204,2600037910
40,1041,Maungatāpere,Maungatapere,21,Rural settlement,1.29242783,1.29242783,6167.646837,1292321.108
41,1042,Matapōuri,Matapouri,21,Rural settlement,1.75714435,1.75714435,15760.45305,1757157.035
42,1043,Whangārei,Whangarei,12,Large urban area,57.05568743,57.05568743,73989.71273,57055777.22
43,1044,Ngunguru,Ngunguru,14,Small urban area,3.56894133,3.56894133,17820.87502,3569214.306
44,1046,Tutukākā,Tutukaka,21,Rural settlement,6.98364384,6.98364384,29091.85741,6983502.5
45,1047,Pātaua,Pataua,21,Rural settlement,2.06245943,2.06245943,14160.7919,2062550.104
46,1048,Pārua Bay,Parua Bay,21,Rural settlement,1.86760797,1.86760797,8396.580856,1867734.926
47,1049,One Tree Point,One Tree Point,14,Small urban area,2.57796449,2.57796449,8561.781486,2577909.48
48,1050,Ruakākā,Ruakaka,14,Small urban area,15.59194583,15.59194583,22737.07805,15591676.42
49,1051,Whangārei Heads,Whangarei Heads,21,Rural settlement,5.15974252,5.15974252,17195.71641,5159594.427
50,1052,Waipū,Waipu,14,Small urban area,2.89308709,2.89308709,10121.0858,2893035.396
51,1053,Waipū Cove-Langs Beach,Waipu Cove-Langs Beach,21,Rural settlement,5.24986008,5.24986008,15941.01782,5249835.409
52,1054,Baylys Beach,Baylys Beach,21,Rural settlement,0.56325705,0.56325705,3797.042013,563315.9971
53,1055,Dargaville,Dargaville,14,Small urban area,12.55901038,12.55901038,21534.13629,12559616.57
54,1056,Te Kōpuru,Te Kopuru,21,Rural settlement,2.63084467,2.63084467,7730.367563,2630579.906
55,1057,Other rural Kaipara District,Other rural Kaipara District,22,Rural other,3056.389218,3056.389218,980137.6733,3056386333
56,1058,Rūāwai,Ruawai,21,Rural settlement,3.20575434,3.20575434,9279.888411,3205958.358
57,1059,Paparoa,Paparoa,21,Rural settlement,8.73975548,8.73975548,17870.25429,8739411.932
58,1060,Pahi,Pahi,21,Rural settlement,5.61555193,5.61555193,19946.65037,5615255.297
59,1061,Maungatūroto,Maungaturoto,21,Rural settlement,3.17312447,3.17312447,9683.983223,3173034.879
60,1062,Kaiwaka,Kaiwaka,21,Rural settlement,7.23267571,7.23267571,18042.86453,7232637.678
61,1063,Mangawhai Heads,Mangawhai Heads,14,Small urban area,6.98753193,6.98753193,14756.64293,6987352.429
62,1064,Mangawhai,Mangawhai,21,Rural settlement,1.99444762,1.99444762,8934.152148,1994386.835
63,1066,Port Albert,Port Albert,21,Rural settlement,2.61299927,2.61299927,9153.983414,2612971.705
64,1067,Te Hana,Te Hana,21,Rural settlement,0.75717498,0.75717498,5169.263583,757218.7736
65,1068,Wellsford,Wellsford,14,Small urban area,4.55290152,4.55290152,11565.1051,4552640.514
66,1069,Kaipara Flats,Kaipara Flats,21,Rural settlement,1.52527974,1.52527974,7037.147292,1525561.23
67,1070,Shelly Beach,Shelly Beach,21,Rural settlement,0.30768441,0.30768441,2833.106465,307853.7872
68,1071,Warkworth,Warkworth,14,Small urban area,15.58174498,15.58174498,28006.28673,15581609.95
69,1072,Matakana,Matakana,21,Rural settlement,1.59646568,1.59646568,7667.561864,1596351.449
70,1073,Whangateau,Whangateau,21,Rural settlement,1.16112742,1.16112742,7273.497395,1161191.558
71,1074,Point Wells,Point Wells,21,Rural settlement,0.80479597,0.80479597,4271.155763,804547.163
72,1075,Leigh,Leigh,21,Rural settlement,1.11558555,1.11558555,5854.983583,1115319.848
73,1076,Tī Point,Ti Point,21,Rural settlement,2.28786488,2.28786488,8693.27229,2287709.665
74,1077,Rainbows End,Rainbows End,21,Rural settlement,0.21628199,0.21628199,2527.828991,216123.9388
75,1078,Ōmaha,Omaha,21,Rural settlement,4.85484003,4.85484003,15327.36423,4854914.12
76,1079,Sandspit,Sandspit,21,Rural settlement,3.45977771,3.45977771,11099.78435,3459894.92
77,1080,Baddeleys Beach-Campbells Beach,Baddeleys Beach-Campbells Beach,21,Rural settlement,0.36053628,0.36053628,4077.219826,360581.2127
78,1081,Parakai,Parakai,14,Small urban area,1.45487644,1.45487644,7121.779869,1454795.57
79,1082,Snells Beach,Snells Beach,14,Small urban area,3.82784102,3.82784102,13976.63242,3827983.47
80,1083,Kaukapakapa,Kaukapakapa,21,Rural settlement,5.25956591,5.25956591,14114.86833,5259052.009
81,1084,Puhoi,Puhoi,21,Rural settlement,3.59377602,3.59377602,11659.52956,3593593.106
82,1085,Helensville,Helensville,14,Small urban area,3.36569679,3.36569679,16088.927,3366021.368
83,1086,Scotts Landing-Mahurangi East,Scotts Landing-Mahurangi East,21,Rural settlement,2.5643291,2.5643291,14710.81854,2564210.233
84,1087,Algies Bay,Algies Bay,21,Rural settlement,12.78143071,12.78143071,35057.28945,12781114.09
85,1088,Mahurangi West,Mahurangi West,21,Rural settlement,0.26600793,0.26600793,2366.501003,266006.8612
86,1089,Waiwera,Waiwera,21,Rural settlement,0.55359173,0.55359173,3845.075552,553619.6542
87,1090,Kawau Island,Kawau Island,21,Rural settlement,21.5910984,21.5910984,64447.48454,21591148.22
88,1091,Waimauku,Waimauku,14,Small urban area,5.63250721,5.63250721,16826.09265,5632204.815
89,1092,Muriwai,Muriwai,14,Small urban area,3.01508521,3.01508521,11909.54602,3015047.675
90,1093,Hibiscus Coast,Hibiscus Coast,12,Large urban area,42.89921149,42.89921149,89840.79838,42899199.6
91,1094,Kumeū-Huapai,Kumeu-Huapai,14,Small urban area,6.32217318,6.32217318,16724.88312,6322406.806
92,1095,Stillwater,Stillwater,21,Rural settlement,0.44307735,0.44307735,3877.700661,443121.6938
93,1097,Riverhead,Riverhead,14,Small urban area,4.04958284,4.04958284,12661.54045,4049624.682
94,1098,Other rural Auckland,Other rural Auckland,22,Rural other,3997.73449,3997.73449,2300619.754,3997733007
95,1099,Bethells Beach,Bethells Beach,21,Rural settlement,5.3666384,5.3666384,13377.28827,5366544.029
96,1100,Ōkura,Okura,21,Rural settlement,0.36177167,0.36177167,3570.152773,361745.8434
97,1101,Pāremoremo,Paremoremo,21,Rural settlement,1.27552567,1.27552567,5961.408346,1275451.001
98,1102,Piha,Piha,21,Rural settlement,5.23828424,5.23828424,18497.08096,5238008.665
99,1103,Karekare,Karekare,21,Rural settlement,6.02737205,6.02737205,14919.5188,6027414.864
100,1104,Inland water Auckland,Inland water Auckland,31,Inland water,0,1.06627213,4565.972212,1066189.576
101,1105,Huia,Huia,21,Rural settlement,3.49316504,3.49316504,15678.65924,3493219.08
102,1106,Parau,Parau,21,Rural settlement,1.47847141,1.47847141,8051.735227,1478648.636
103,1107,Medlands Beach,Medlands Beach,21,Rural settlement,6.03796638,6.03796638,16999.72426,6038279.746
104,1108,Auckland,Auckland,11,Major urban area,607.2775574,607.2775574,751873.9296,607270715
105,1109,Tryphena,Tryphena,21,Rural settlement,3.74529754,3.74529754,13527.37189,3745310.967
106,1110,Grahams Beach,Grahams Beach,21,Rural settlement,8.67672521,8.67672521,22841.5892,8676736.451
107,1111,Waiheke West,Waiheke West,14,Small urban area,24.5819334,24.5819334,66044.19925,24582188.22
108,1112,Matakawau Point,Matakawau Point,21,Rural settlement,0.66375625,0.66375625,4763.102476,663849.6753
109,1113,Ōmiha,Omiha,21,Rural settlement,0.63096185,0.63096185,4728.607193,630962.3763
110,1114,Clarks Beach,Clarks Beach,14,Small urban area,2.67353718,2.67353718,9506.674488,2673754.78
111,1115,Beachlands-Pine Harbour,Beachlands-Pine Harbour,14,Small urban area,8.8234976,8.8234976,20688.93464,8823567.263
112,1116,Maraetai,Maraetai,14,Small urban area,6.87636613,6.87636613,15451.15053,6876352.845
113,1117,Glenbrook Beach,Glenbrook Beach,21,Rural settlement,0.43453872,0.43453872,4134.988321,434502.7586
114,1118,Waiau Pā,Waiau Pa,21,Rural settlement,2.79313047,2.79313047,7940.090614,2793227.592
115,1119,Kingseat,Kingseat,21,Rural settlement,9.2817932,9.2817932,16718.85317,9281455.71
116,1120,Clevedon,Clevedon,21,Rural settlement,10.02564816,10.02564816,19303.38161,10025355.41
117,1121,Waiuku,Waiuku,14,Small urban area,7.70905052,7.70905052,21971.74828,7708971.241
118,1122,Patumāhoe,Patumahoe,14,Small urban area,1.81785232,1.81785232,7773.827531,1817876.768
119,1123,Paerata,Paerata,21,Rural settlement,9.16625856,9.16625856,14928.96705,9166694.078
120,1124,Kawakawa Bay,Kawakawa Bay,21,Rural settlement,11.37413126,11.37413126,18822.91735,11374629.32
121,1125,Pukekohe,Pukekohe,13,Medium urban area,32.06530245,32.06530245,35585.24442,32065823.7
122,1126,Ōrere Point,Orere Point,21,Rural settlement,0.80096162,0.80096162,6232.807922,800953.8038
123,1127,Bombay,Bombay,21,Rural settlement,5.88101574,5.88101574,12585.32764,5881555.427
124,1128,Coromandel,Coromandel,14,Small urban area,10.88722228,10.88722228,33805.0495,10887954
125,1129,Whangapoua,Whangapoua,21,Rural settlement,0.74381712,0.74381712,6169.412958,743584.4852
126,1130,Matarangi,Matarangi,21,Rural settlement,3.92148726,3.92148726,10387.50361,3921488.578
127,1131,Rings Beach,Rings Beach,21,Rural settlement,1.41377463,1.41377463,7393.241122,1413864.257
128,1133,Kuaotunu,Kuaotunu,21,Rural settlement,3.6174806,3.6174806,17186.37972,3617287.495
129,1134,Whitianga,Whitianga,14,Small urban area,17.34026284,17.34026284,30924.16577,17340207.81
130,1135,Tapu,Tapu,21,Rural settlement,4.20490016,4.20490016,15553.50628,4204779.579
131,1136,Cooks Beach-Ferry Landing,Cooks Beach-Ferry Landing,21,Rural settlement,2.69462756,2.69462756,15206.92755,2694644.948
132,1137,Waiomū,Waiomu,21,Rural settlement,3.83080517,3.83080517,12292.47179,3830598.268
133,1138,Other rural Thames-Coromandel District,Other rural Thames-Coromandel District,22,Rural other,2114.979283,2114.979283,832992.4064,2114975970
134,1139,Te Puru,Te Puru,21,Rural settlement,1.96405705,1.96405705,7866.718045,1964181.167
135,1140,Thornton Bay-Ngārimu Bay,Thornton Bay-Ngarimu Bay,21,Rural settlement,0.94901819,0.94901819,7184.116666,949041.8517
136,1141,Hāhei,Hahei,21,Rural settlement,1.67134096,1.67134096,8778.035455,1671644.434
137,1142,Thames,Thames,14,Small urban area,15.5520514,15.5520514,30938.94165,15552611.77
138,1143,Tairua,Tairua,14,Small urban area,4.17248365,4.17248365,20383.34456,4172094.201
139,1144,Pāuanui,Pauanui,14,Small urban area,9.90436065,9.90436065,27248.80063,9904591.163
140,1145,Pūriri,Puriri,21,Rural settlement,0.99743234,0.99743234,5692.609849,997626.7276
141,1146,Onemana,Onemana,21,Rural settlement,0.6511819,0.6511819,4594.076012,650995.4698
142,1147,Whangamatā,Whangamata,14,Small urban area,8.46275914,8.46275914,28806.79716,8462277.979
143,1148,Kaiaua,Kaiaua,21,Rural settlement,4.6696461,4.6696461,11739.91608,4669388.067
144,1149,Ngatea,Ngatea,14,Small urban area,3.35336086,3.35336086,11444.86941,3352758.578
145,1150,Turua,Turua,21,Rural settlement,0.95543865,0.95543865,4516.538269,955474.0196
146,1151,Kerepēhi,Kerepehi,21,Rural settlement,2.18272775,2.18272775,6650.276327,2182541.867
147,1152,Other rural Hauraki District,Other rural Hauraki District,22,Rural other,1233.62862,1233.62862,394147.9891,1233626421
148,1153,Paeroa,Paeroa,14,Small urban area,6.86958907,6.86958907,13511.47949,6869925.685
149,1154,Karangahake,Karangahake,21,Rural settlement,6.39788436,6.39788436,13157.45855,6398014.22
150,1155,Whiritoa,Whiritoa,21,Rural settlement,0.9077829,0.9077829,5562.090358,907766.0226
151,1156,Waikino,Waikino,21,Rural settlement,1.74701238,1.74701238,8990.251062,1747027.321
152,1157,Waihī,Waihi,14,Small urban area,9.40429008,9.40429008,23359.98109,9404372.812
153,1158,Port Waikato,Port Waikato,21,Rural settlement,3.78488278,3.78488278,15292.8858,3784796.69
154,1159,Tuakau,Tuakau,14,Small urban area,5.35471817,5.35471817,17338.98616,5354913.219
155,1160,Pōkeno,Pokeno,14,Small urban area,10.10315364,10.10315364,15899.77053,10103170.8
156,1161,Meremere,Meremere,21,Rural settlement,1.58973643,1.58973643,5551.940461,1589662.176
157,1162,Te Kauwhata,Te Kauwhata,14,Small urban area,8.10853266,8.10853266,16583.37476,8108593.325
158,1163,Inland water Waikato District,Inland water Waikato District,31,Inland water,0,47.31359788,81384.01669,47313283.52
159,1164,Other rural Waikato District,Other rural Waikato District,22,Rural other,4334.240282,4334.240282,873557.395,4334237533
160,1166,Huntly,Huntly,14,Small urban area,17.10982114,17.10982114,27192.78962,17109588.45
161,1167,Raglan,Raglan,14,Small urban area,4.90205511,4.90205511,25411.27408,4902080.019
162,1168,Taupiri,Taupiri,21,Rural settlement,1.73045226,1.73045226,8341.561432,1730952.522
163,1169,Ngāruawāhia,Ngaruawahia,14,Small urban area,11.9811087,11.9811087,23118.46164,11981080.78
164,1170,Horotiu,Horotiu,21,Rural settlement,3.23028501,3.23028501,11466.86848,3230273.71
165,1171,Te Kōwhai,Te Kowhai,21,Rural settlement,0.74540999,0.74540999,4781.194838,745217.8195
166,1172,Whatawhata,Whatawhata,21,Rural settlement,0.92533747,0.92533747,4903.561275,925793.2359
167,1173,Morrinsville,Morrinsville,14,Small urban area,7.7804842,7.7804842,14023.65614,7780371.04
168,1174,Te Aroha,Te Aroha,14,Small urban area,10.96718288,10.96718288,25629.27013,10967062.79
169,1175,Waitoa,Waitoa,21,Rural settlement,3.99173446,3.99173446,10190.04228,3991745.514
170,1176,Waihou,Waihou,21,Rural settlement,1.28861485,1.28861485,6909.221282,1288234.889
171,1177,Other rural Matamata-Piako District,Other rural Matamata-Piako District,22,Rural other,1723.941869,1723.941869,320593.4146,1723942435
172,1178,Waharoa,Waharoa,21,Rural settlement,1.2271127,1.2271127,5831.070132,1227643.632
173,1179,Matamata,Matamata,14,Small urban area,6.15082481,6.15082481,13315.98693,6150909.553
174,1180,Hamilton,Hamilton,11,Major urban area,110.3731335,110.3731335,74549.25311,110371815.3
175,1181,Inland water Hamilton City,Inland water Hamilton City,31,Inland water,0,0.56359905,4089.858073,563519.025
176,1182,Ngāhinapōuri Settlement,Ngahinapouri Settlement,21,Rural settlement,0.36920902,0.36920902,3888.302903,369105.7362
177,1183,Rukuhia,Rukuhia,21,Rural settlement,0.45452609,0.45452609,3456.282684,454475.3725
178,1184,Pirongia,Pirongia,14,Small urban area,3.26991139,3.26991139,9420.519605,3269699.598
179,1185,Ōhaupō,Ohaupo,21,Rural settlement,1.5416938,1.5416938,6254.963986,1541764.465
180,1186,Cambridge,Cambridge,13,Medium urban area,26.685298,26.685298,30073.47414,26685071.89
181,1187,Te Awamutu,Te Awamutu,13,Medium urban area,12.47845678,12.47845678,19217.07732,12478875.04
182,1188,Other rural Waipā District,Other rural Waipa District,22,Rural other,1414.213157,1414.213157,336860.7893,1414213834
183,1189,Kihikihi,Kihikihi,14,Small urban area,10.09255311,10.09255311,19478.52993,10093106.42
184,1190,Karapiro Village,Karapiro Village,21,Rural settlement,0.96476641,0.96476641,5759.703232,964931.0949
185,1191,Kāwhia,Kawhia,21,Rural settlement,0.93387676,0.93387676,5869.791967,934081.2849
186,1193,Ōtorohanga,Otorohanga,14,Small urban area,5.07418256,5.07418256,13245.35639,5074271.754
187,1194,Other rural Ōtorohanga District,Other rural Otorohanga District,22,Rural other,1993.176125,1993.176125,470975.5027,1993174871
188,1195,Tīrau,Tirau,21,Rural settlement,1.68674678,1.68674678,7732.938213,1686940.909
189,1196,Arapuni,Arapuni,21,Rural settlement,1.83250616,1.83250616,7471.329021,1832245.647
190,1197,Putāruru,Putaruru,14,Small urban area,6.81397935,6.81397935,21651.44534,6813587.42
191,1198,Other rural South Waikato District,Other rural South Waikato District,22,Rural other,1792.89706,1792.89706,299129.793,1792897692
192,1199,Tokoroa,Tokoroa,13,Medium urban area,15.64566743,15.64566743,21765.73863,15645664.96
193,1200,Taharoa,Taharoa,21,Rural settlement,2.55911479,2.55911479,8034.80846,2559253.53
194,1202,Mōkau,Mokau,21,Rural settlement,19.82502919,19.82502919,24610.35586,19823632.38
195,1203,Other rural Waitomo District,Other rural Waitomo District,22,Rural other,3501.457243,3501.457243,465137.8363,3501460871
196,1204,Te Kūiti,Te Kuiti,14,Small urban area,8.4116956,8.4116956,21267.24257,8411645.698
197,1205,Piopio,Piopio,21,Rural settlement,2.0096649,2.0096649,9629.268866,2009737.973
198,1206,Benneydale,Benneydale,21,Rural settlement,0.57613744,0.57613744,5426.126158,576100.7892
199,1207,Mangakino,Mangakino,21,Rural settlement,3.20969531,3.20969531,8845.994968,3209655.279
200,1208,Whakamaru,Whakamaru,21,Rural settlement,1.59858366,1.59858366,6986.312791,1598677.049
201,1209,Ātiamuri,Atiamuri,21,Rural settlement,1.33587293,1.33587293,5066.407521,1335726.126
202,1210,Kinloch,Kinloch,21,Rural settlement,2.44957152,2.44957152,8734.30636,2449628.078
203,1211,Kuratau,Kuratau,21,Rural settlement,4.50321852,4.50321852,11753.6027,4503237.935
204,1212,Wairākei Village,Wairakei Village,21,Rural settlement,0.3598516,0.3598516,2624.975952,359791.8504
205,1213,Ōmori,Omori,21,Rural settlement,6.09044166,6.09044166,15442.13742,6090772.48
206,1214,Inland water Taupō District,Inland water Taupo District,31,Inland water,0,630.8019076,192142.1245,630801594.4
207,1215,Taupō,Taupo,13,Medium urban area,42.9477134,42.9477134,59645.74691,42948257.86
208,1216,Motuoapa,Motuoapa,21,Rural settlement,3.33545488,3.33545488,16624.00647,3335640.157
209,1217,Tūrangi,Turangi,14,Small urban area,7.53227712,7.53227712,16630.5732,7531615.077
210,1218,Oruatua-Te Rangiita-Waitetoko,Oruatua-Te Rangiita-Waitetoko,21,Rural settlement,2.7486832,2.7486832,14768.27346,2749209.359
211,1219,Five Mile Bay-Waitahanui,Five Mile Bay-Waitahanui,21,Rural settlement,14.66520149,14.66520149,23453.28709,14665421.44
212,1220,Other rural Taupō District,Other rural Taupo District,22,Rural other,6242.277872,6242.277872,753975.1775,6242272553
213,1222,Athenree,Athenree,21,Rural settlement,1.26347201,1.26347201,7397.797288,1263107.484
214,1223,Tanners Point,Tanners Point,21,Rural settlement,0.44775157,0.44775157,3459.015223,447729.9543
215,1225,Ōngare Point-Kauri Point,Ongare Point-Kauri Point,21,Rural settlement,0.82340227,0.82340227,5237.860001,823387.973
216,1226,Katikati,Katikati,14,Small urban area,9.53763923,9.53763923,20312.72273,9538017.357
217,1227,Fairview,Fairview,21,Rural settlement,0.82392611,0.82392611,5227.601196,823840.3405
219,1229,Ōmokoroa,Omokoroa,14,Small urban area,3.82609332,3.82609332,13889.80977,3825950.6
220,1231,Plummers Point,Plummers Point,21,Rural settlement,0.60004494,0.60004494,4926.681379,600056.1981
221,1232,Te Puna West,Te Puna West,21,Rural settlement,1.17046671,1.17046671,7068.119223,1170283.068
222,1233,Other rural Western Bay of Plenty District,Other rural Western Bay of Plenty District,22,Rural other,1897.978623,1897.978623,569446.3478,1897983014
223,1234,Te Puke,Te Puke,14,Small urban area,13.38972795,13.38972795,21894.88924,13389698.86
224,1235,Maketū,Maketu,21,Rural settlement,5.15455124,5.15455124,13610.22375,5155001.652
225,1236,Paengaroa,Paengaroa,21,Rural settlement,1.51899276,1.51899276,6619.909615,1518830.945
226,1237,Pukehina Beach,Pukehina Beach,21,Rural settlement,1.56626867,1.56626867,15008.80988,1566206.524
227,1239,Tauranga,Tauranga,11,Major urban area,141.9143202,141.9143202,178593.9193,141913385
228,1240,Mamaku,Mamaku,21,Rural settlement,2.67175114,2.67175114,8324.213721,2671750.945
229,1241,Hamurana,Hamurana,21,Rural settlement,8.35367489,8.35367489,17868.41251,8353719.384
230,1242,Ngongotahā,Ngongotaha,14,Small urban area,12.90642058,12.90642058,25110.18587,12906238.37
231,1243,Ōkere Falls,Okere Falls,21,Rural settlement,1.68060417,1.68060417,11592.58095,1680510.16
232,1244,Mourea,Mourea,21,Rural settlement,6.53291851,6.53291851,17245.76339,6533184.389
233,1245,Tikitere,Tikitere,21,Rural settlement,4.24030033,4.24030033,9268.737553,4239890.032
234,1246,Rotorua,Rotorua,12,Large urban area,48.03425668,48.03425668,59255.29721,48033910.09
235,1247,Inland water Rotorua District,Inland water Rotorua District,31,Inland water,0,209.8329079,328087.0419,209832060.6
236,1248,Rotoiti,Rotoiti,21,Rural settlement,5.85950399,5.85950399,31402.0903,5859899.919
237,1249,Lake Okāreka,Lake Okareka,21,Rural settlement,1.46177069,1.46177069,9317.703356,1461692.342
238,1250,Other rural Rotorua District,Other rural Rotorua District,22,Rural other,2301.050776,2301.050776,648407.9301,2301053408
239,1251,Lake Tarawera,Lake Tarawera,21,Rural settlement,4.49890593,4.49890593,20627.32923,4498906.819
240,1252,Rotomā,Rotoma,21,Rural settlement,0.72144162,0.72144162,11139.73981,721428.3448
241,1253,Kaingaroa,Kaingaroa,21,Rural settlement,11.28546821,11.28546821,16469.18372,11285329.07
242,1254,Matatā,Matata,21,Rural settlement,0.77549424,0.77549424,5538.621348,775098.642
243,1255,Edgecumbe,Edgecumbe,14,Small urban area,2.0077366,2.0077366,9490.889156,2007177.035
244,1256,Te Teko,Te Teko,21,Rural settlement,0.37694848,0.37694848,3461.239135,376985.5597
245,1257,Whakatāne,Whakatane,13,Medium urban area,24.78761569,24.78761569,27478.88719,24787238.77
246,1258,Ōhope,Ohope,14,Small urban area,6.33352731,6.33352731,29239.05541,6334078.925
247,1259,Tāneatua,Taneatua,21,Rural settlement,0.68661794,0.68661794,3927.753858,686545.694
248,1261,Other rural Whakatāne District,Other rural Whakatane District,22,Rural other,4408.861173,4408.861173,471346.2763,4408857933
249,1262,Murupara,Murupara,14,Small urban area,6.25994106,6.25994106,12364.43463,6260266.248
250,1263,Kawerau,Kawerau,14,Small urban area,23.56207482,23.56207482,25998.28319,23562089.95
251,1265,Ōhiwa,Ohiwa,21,Rural settlement,3.95881252,3.95881252,10903.20491,3958854.458
252,1266,Ōpōtiki,Opotiki,14,Small urban area,10.20213382,10.20213382,24228.72535,10202614.38
253,1267,Te Kaha,Te Kaha,21,Rural settlement,16.1717009,16.1717009,23437.23305,16171791.72
254,1268,Other rural Ōpōtiki District,Other rural Opotiki District,22,Rural other,3059.450832,3059.450832,506173.5887,3059451927
255,1269,Hicks Bay,Hicks Bay,21,Rural settlement,1.28469544,1.28469544,7063.684555,1284695.315
256,1270,Te Araroa,Te Araroa,21,Rural settlement,1.69063761,1.69063761,6909.297962,1690943.983
257,1271,Ruatōria,Ruatoria,21,Rural settlement,13.18740048,13.18740048,18015.36871,13187617.39
258,1272,Other rural Gisborne District,Other rural Gisborne District,22,Rural other,8301.203054,8301.203054,777244.5661,8301203224
259,1273,Te Karaka,Te Karaka,21,Rural settlement,2.92054679,2.92054679,8212.03969,2920814.555
260,1274,Tokomaru Bay,Tokomaru Bay,21,Rural settlement,8.37861558,8.37861558,21800.5716,8378529.184
261,1275,Pātūtahi,Patutahi,21,Rural settlement,3.11568031,3.11568031,7534.319628,3115684.282
262,1276,Manutūkē,Manutuke,21,Rural settlement,9.80648432,9.80648432,17188.92626,9805963.036
263,1277,Tolaga Bay,Tolaga Bay,21,Rural settlement,7.53705748,7.53705748,14001.98612,7536542.955
264,1278,Gisborne,Gisborne,12,Large urban area,36.16857952,36.16857952,51192.93372,36168746.13
265,1279,Inland water Wairoa District,Inland water Wairoa District,31,Inland water,0,51.79730139,102020.0306,51797051.05
266,1280,Tūai,Tuai,21,Rural settlement,21.98583267,21.98583267,26732.54832,21985000.47
267,1281,Other rural Wairoa District,Other rural Wairoa District,22,Rural other,4042.022069,4042.022069,617195.2578,4042019483
268,1282,Frasertown,Frasertown,21,Rural settlement,1.36496539,1.36496539,5819.333414,1364862.345
269,1283,Wairoa,Wairoa,14,Small urban area,7.56771463,7.56771463,12642.49297,7568023.099
270,1284,Nūhaka,Nuhaka,21,Rural settlement,1.46327742,1.46327742,6179.095644,1463080.756
271,1285,Mahia Beach,Mahia Beach,21,Rural settlement,4.04590447,4.04590447,10657.83047,4045774.581
272,1286,Other rural Hastings District,Other rural Hastings District,22,Rural other,5150.487038,5150.487038,640256.8098,5150486088
273,1287,Whirinaki,Whirinaki,21,Rural settlement,1.22605025,1.22605025,9351.47408,1226076.106
274,1288,Hastings,Hastings,12,Large urban area,24.42660334,24.42660334,39321.03224,24425917.84
275,1289,Clive,Clive,14,Small urban area,14.8251596,14.8251596,18353.58973,14825830.7
276,1290,Whakatū,Whakatu,21,Rural settlement,3.75437778,3.75437778,10920.25407,3754017.899
277,1291,Haumoana,Haumoana,21,Rural settlement,4.91608822,4.91608822,11811.56262,4916285.939
278,1292,Havelock North,Havelock North,13,Medium urban area,22.53025573,22.53025573,28663.68539,22530216.55
279,1293,Te Awanga,Te Awanga,21,Rural settlement,2.90813158,2.90813158,11393.43125,2908503.181
